Date,Nombre de minutes actives,Calories (kcal),Distance (m),Points cardio,Minutes cardio,Basse latitude (°),Basse longitude (°),Haute latitude (°),Haute longitude (°),Vitesse moyenne (m/s),Vitesse maximale (m/s),Vitesse minimale (m/s),Nombre de pas,Poids moyen (kg),Poids maximal (kg),Poids minimal (kg),"Durée de l'activité ""Vélo"" (ms)","Durée de l'activité ""Inactif"" (ms)","Durée de l'activité ""Marche à pied"" (ms)","Durée de l'activité ""Course à pied"" (ms)","Durée de l'activité ""Elliptique"" (ms)","Durée de l'activité ""Entraînement fractionné haute intensité"" (ms)"
2018-12-14,54,1691.99640372567,2400.82750082016,12.0,12,48.7882602,2.3637037,48.7896629,2.3665596,1.1516913100931983,26.0,0.10373645275831223,4746,,,,,74018439,4828150,,,
2018-12-15,47,1560.7487990170393,809.1292690038681,,,,,,,0.8158570806801562,2.509999990463257,0.3118765652179718,2731,,,,,83518911,1881924,,,
2018-12-16,26,1544.6769788699514,416.5294061899185,,,,,,,0.43838303752271646,1.2121902704238892,0.2550294101238251,1741,,,,,84783685,1556201,,,
2018-12-17,50,1722.6155639280205,2483.5565210580826,17.0,17,,,,,0.5131589943710294,1.7300000190734863,0.2607985734939575,4119,,,,,77630373,4399275,,,
2018-12-18,75,1741.1645410680005,2985.2386627197266,15.0,15,,,,,0.7153167923684366,1.6680065393447876,0.22198165953159332,5696,,,,,76540629,4484220,120185,,
2018-12-19,51,1643.3532998969567,2117.8004302978516,12.0,12,,,,,0.6503299405255962,9.680000305175781,0.2869080901145935,3884,,,,,79005433,3033785,,,
2018-12-20,74,1752.1069651572438,3142.358988404274,18.0,18,,,,,0.6549493561003187,1.628646969795227,0.2929719388484955,5596,,,,,77993005,4974328,,,
2018-12-21,47,1618.7518031690647,2698.8972696065903,18.0,17,48.7862047,2.3666888,48.7862047,2.3666888,0.6677505005730735,3.0399999618530273,0.30745822191238403,4076,,,,,78040747,3294014,,,
2018-12-22,14,1536.870156388778,225.10491371154785,,,,,,,0.839531609754706,1.6699999570846558,0.30816054344177246,1012,,,,,85412233,777428,,,
2018-12-23,29,1595.3925159319813,635.7548952102661,,,,,,,0.7549243406281548,1.6109405755996704,0.297534316778183,1837,,,,,84301089,1918555,,,
2018-12-24,84,1759.9659184682962,3246.7470432519913,21.0,21,48.7123091,2.242618,48.7195421,2.2480767,0.557488794231424,1.523777723312378,0.2869080901145935,6108,,,,,80862873,5206576,,,
2018-12-25,11,1535.8619651575232,238.96214735507965,,,,,,,1.0260506556630264,1.624387264251709,0.3187867999076843,777,,,,,83785987,903987,,,
2018-12-26,32,1589.4422871812185,642.8105053901672,1.0,1,,,,,0.559445064848673,1.3250999450683594,0.2921310067176819,2159,,,,,84146608,1802531,,,
2018-12-27,73,1759.0297594644817,3546.242517232895,29.0,28,,,,,0.7716852290608138,1.8719583749771118,0.26758620142936707,5756,,,,,80164520,5109316,,,
2018-12-28,83,1699.713666583956,3837.5408841371536,28.0,28,,,,,0.6692209637844747,1.511557698249817,0.26565563678741455,6476,,,,,78807431,5752910,,,
2018-12-29,16,1541.9546274479471,340.02433013916016,,,,,,,0.7957216245069315,1.141920804977417,0.2497304379940033,988,,,,,83143294,1258624,,,
2018-12-30,12,1494.706408302663,243.38859272003174,,,,,,,0.3660083662300176,1.2064788341522217,0.2869080901145935,1110,,,,,85401502,935586,,,
2018-12-31,18,1558.4227029485876,221.18840646743774,,,,,,,0.5275293364070552,1.2899576425552368,0.2520514130592346,1551,,,,,83225064,1245387,,,
2019-01-01,62,1744.885396507517,1050.049057483673,24.0,24,,,,,0.4125276702746804,1.1664217710494995,0.25884994864463806,2660,,,,1506184,81600130,3263633,,,
2019-01-02,40,1606.5229977004337,812.6949365139008,,,,,,,0.5140185618061067,1.2400323152542114,0.30728060007095337,2414,,,,,82492343,2856412,,,
2019-01-03,139,1900.8887260601634,6868.169543385506,51.0,51,,,,,0.7917030475785704,1.6074336767196655,0.31715384125709534,10855,,,,1232125,77394580,7044875,,,
2019-01-04,45,1610.538337768315,1432.3651599884033,11.0,11,,,,,0.520902158615557,1.7007157802581787,0.26565563678741455,3736,,,,,83304508,2213886,,,
2019-01-05,35,1598.9613648755885,611.0113117694855,,,,,,,0.44938867669321264,1.0435112714767456,0.31201162934303284,2085,,,,,82963056,1988144,,,
2019-01-06,49,1616.0359750771013,2183.345286846161,14.0,14,49.5104568,4.3636392,49.5144214,4.3781453,5.737326822386926,44.0,0.27220144867897034,4106,,,,,67575382,3070475,,,
2019-01-07,60,1675.6365643241343,2426.497278571129,12.0,12,,,,,0.6335098235916286,1.8300000429153442,0.26565563678741455,4653,,,,,78806799,3483231,,,
2019-01-08,40,1625.7984554242394,1638.4416127204895,6.0,6,48.7871891,2.3637446,48.7890381,2.3677582,0.8035150397314982,22.299999237060547,0.21298696100711823,3024,,,,,79951320,2511440,,,
2019-01-09,60,1581.1777375644504,2480.052887201309,16.0,16,48.7880555,2.3637166,48.7919806,2.3700308,1.1305479295569338,3.0,0.06133963167667389,5101,,,,,78014208,3370120,,,
2019-01-10,40,1665.5299107084434,1164.3172144889832,,,48.719631,2.2478901,48.719631,2.2478901,3.5470058060061946,28.81999969482422,0.2550294101238251,2580,,,,,79339458,3286163,,,
2019-01-11,47,1586.025165430702,625.5747804641724,,,,,,,0.8406140316450276,2.1600000858306885,0.31878677010536194,2489,,,,,84489517,1735901,,,
2019-01-12,38,1562.434254297944,1352.7382736206055,5.0,5,48.7888114,2.3638115,48.7888114,2.3638115,0.791584435984459,1.8700000047683716,0.27977779507637024,2738,,,,,80765042,2078615,,,
2019-01-13,63,1755.3569187234136,2799.016859650612,15.0,15,48.8657335,2.3566793,48.8657335,2.3566793,0.5543291829603647,1.5800000429153442,0.2809104323387146,4954,,,,,74432263,5037700,,,
2019-01-14,68,1717.872023255306,4230.040270745754,39.0,38,48.7116583,2.2428979,48.7196618,2.2476951,0.813105993343523,10.109999656677246,0.018749909475445747,6848,,,,,77104004,4830077,270746,,
2019-01-15,60,1664.6220623092397,2207.2726883888245,15.0,15,,,,,0.5515702539960631,4.519999980926514,0.24635520577430725,4404,,,,,78410661,3268461,,,
2019-01-16,50,1653.224491225567,2180.9339660406113,15.0,15,48.7165531,2.2452888,48.7193275,2.2480261,1.1273827039149966,4.590000152587891,0.2550294101238251,4051,,,,,79824486,2986550,,,
2019-01-17,37,1588.355323118778,1287.0062824487686,10.0,10,48.7885461,2.3641487,48.7885461,2.3641487,0.9796525690751913,8.880000114440918,0.3187867999076843,2684,,,,,79689535,1781337,,,
2019-01-18,75,1622.1366876199368,2937.862193584442,21.0,19,48.719585,2.2479773,48.7887419,2.3635019,0.7097846508959185,7.199999809265137,0.3084130585193634,5677,,,,,78043067,3473932,,,
2019-01-19,30,1559.0468173296435,513.3015788793564,1.0,1,48.7177865,2.2472869,48.719986,2.2508371,1.5817074293916127,9.649999618530273,0.3179585933685303,1820,,,,,84035184,1305210,,,
2019-01-20,29,1588.6323208416832,1130.6537311077118,7.0,7,48.7191932,2.2475318,48.7196599,2.2479773,0.6323180300960832,1.6420068740844727,0.2550294101238251,2468,,,,,84326457,1786737,,,
2019-01-21,23,1568.2781373989583,367.8132050037384,,,,,,,0.7675291840610473,1.5180169343948364,0.30866751074790955,1897,,,,,84533808,1389853,,,
2019-01-22,64,1767.8520486989041,3079.148435115814,17.0,17,,,,,1.1078499337119627,23.8700008392334,0.2547712028026581,5247,,,,,77251347,5281340,,,
2019-01-23,71,1758.4803960487177,3378.789355635643,19.0,19,48.7893802,2.3635482,48.7893802,2.3635482,0.6476625391286495,1.604356050491333,0.26565563678741455,5850,,,,,76882356,5230382,,,
2019-01-24,69,1585.407918237148,3233.672947883606,18.0,18,,,,,0.6102669865097715,1.5672436952590942,0.2550294101238251,5451,,,,,74859404,4597938,,,
2019-01-25,32,1634.687945035696,1679.9480401277542,11.0,11,,,,,0.5911952997376916,1.816759467124939,0.3158315122127533,2974,,,,,79286892,2684776,,,
2019-01-26,42,1629.6404647630181,1846.785050868988,13.0,13,,,,,0.6135863279151023,1.482424259185791,0.2452300637960434,3626,,,,,83813645,2586355,,,
2019-01-27,38,1670.520264172419,983.752513051033,,,48.6786632,2.1334411,48.6786632,2.1334411,0.45918280140040846,1.268622875213623,0.2550294101238251,2726,,,,,77657476,3383471,,,
2019-01-28,52,1637.2736712854767,2101.1789469718933,13.0,13,,,,,0.6235188406283365,1.604750394821167,0.25642451643943787,4294,,,,,79495087,2735194,,,
2019-01-29,50,1595.2493962290423,1980.521969795227,11.0,11,,,,,0.6626385922993838,1.642087697982788,0.26565563678741455,3925,,,,,78079178,3219949,,,
2019-01-30,101,1771.6723402476046,4534.099829673767,39.0,39,,,,,1.136283988252034,17.020000457763672,0.2557375431060791,8259,,,,,77337893,5502070,,,
2019-01-31,47,1584.4760950950824,2096.780035972595,16.0,14,,,,,0.6741315078306217,24.0,0.30494970083236694,3807,,,,,77860643,3143760,,,
2019-02-01,54,1686.3099971120591,2732.1299496889114,16.0,16,48.7165573,2.2457653,48.7799939,2.315403,0.8098402149085716,5.809999942779541,0.2529953718185425,4114,,,,,78818644,4509032,,,
2019-02-02,38,1579.62268611858,833.0731829404831,2.0,2,,,,,0.3672448830999096,1.568970799446106,0.2576294243335724,2487,,,,,83587616,1611060,,,
2019-02-03,47,1649.9414074548697,1215.6411365270615,2.0,2,,,,,0.48758390046341843,1.4346979856491089,0.309011846780777,2936,,,,,80980386,2982203,,,
2019-02-04,58,1686.076706314891,3232.3399381637573,27.0,27,,,,,0.8465354470620885,1.6099237203598022,0.297534316778183,5025,,,,,78369639,3865494,,,
2019-02-05,55,1634.2278117635378,2155.836191892624,12.0,12,,,,,0.6080329120758091,1.5912915468215942,0.25319069623947144,4113,,,,,78720038,2753180,120168,,
2019-02-06,50,1651.9751953197713,2240.0426555871964,14.0,14,48.7884439,2.3662741,48.7884439,2.3662741,1.2779485940513133,45.0,0.28414902091026306,4010,,,,,78676723,3021861,,,
2019-02-07,61,1715.4889648733413,2329.942988216877,10.0,10,48.7884518,2.3637137,48.7892122,2.3656449,1.8408080574862822,58.0,0.30999556183815,4434,,,,,77790760,4260314,,,
2019-02-08,54,1636.6096212792313,2769.3378033638,14.0,14,48.7888179,2.3637199,48.7894996,2.3637416,1.6123811160131263,32.0,0.24608252942562103,4674,,,,,79186629,3726207,,,
2019-02-09,53,1622.211914827473,2285.2249821424484,11.0,11,,,,,0.7934365815450717,1.5788687467575073,0.29756858944892883,3699,,,,,79357518,4006870,,,
2019-02-10,16,1529.690980847752,158.11825251579285,,,,,,,0.46508120039241674,0.7681623697280884,0.2550294101238251,1172,,,,,85762558,637442,,,
2019-02-11,47,1685.6334775070738,2506.0339815616608,17.0,17,,,,,0.8419201136923596,1.7021288871765137,0.2573920488357544,4359,,,,,76704758,3678161,,,
2019-02-12,53,1663.1845802165888,2245.251020669937,15.0,14,,,,,2.0457180244613338,58.0,0.17865541577339172,4250,,,,,76435992,3224216,,,
2019-02-13,81,1774.1934428533148,4449.206292271614,36.0,36,48.7622172,2.0694384,48.7645148,2.0812357,1.733713581507646,51.0,0.019212225452065468,7269,,,,,73068039,5523832,,,
2019-02-14,41,1631.9723795679529,1650.4800686836243,8.0,8,,,,,0.6573379453294718,1.5694247484207153,0.29968032240867615,2995,,,,,74135703,2670724,,,
2019-02-15,71,1742.0085176356577,3190.2571412324905,18.0,18,48.7179373,2.2463651,48.7253864,2.2608997,0.7601153527190554,2.970587730407715,0.0913061872124672,5615,,,,,76638131,4777418,,,
2019-02-16,37,1577.8699981401282,937.9675027132034,5.0,5,,,,,2.2473339656132163,100.0,0.21004058420658112,2549,,,,,80578537,2514049,,,
2019-02-17,84,1762.7949218096792,4265.3574839010835,33.0,33,48.8709363,2.1355517,48.8783827,2.1526935,0.8866414098119089,13.039999961853027,0.08636443316936493,7234,,,,,76168601,5182732,,,
2019-02-18,65,1679.368393111379,2801.3833572864532,18.0,18,,,,,0.866266979913288,1.8073768615722656,0.24722960591316223,4950,,,,,77017044,4014516,,,
2019-02-19,53,1602.8477518413572,3211.952608346939,22.0,22,,,,,0.6754429191394417,1.6330597400665283,0.30816054344177246,4950,,,,,76058066,3831147,,,
2019-02-20,103,1761.3159327935452,6258.451550483704,61.0,61,,,,,0.6674163391615426,1.7402151823043823,0.3097735345363617,10006,,,,,80001265,6368699,,,
2019-02-21,37,1627.5595406572436,1685.0917546451092,9.0,9,,,,,0.815859047106174,3.4999349117279053,0.12024756520986557,3019,,,,,80737397,2545779,,,
2019-02-22,71,1785.4490605285862,4359.4802313447,30.0,30,48.7148231,2.2449169,48.788844,2.367981,0.6528223996296849,6.0,0.04757613316178322,6360,,,,,76494957,5619653,,,
2019-02-23,78,1746.0928050792618,3422.874375462532,13.0,13,48.7876571,2.3410222,48.8474174,2.3676012,0.7305792517513067,5.0,0.03793862462043762,5936,,,,,77426605,4856453,,,
2019-02-24,30,1594.5722817668948,2028.657746911049,12.0,12,48.7023713,2.2538799,48.7077253,2.2604567,0.601172898019651,14.880000114440918,0.1313031166791916,1196,,,,675023,83535428,1180007,,,
2019-02-25,58,1707.7020179801602,2449.2960551977158,13.0,13,,,,,0.793309124115602,47.0,0.2694328725337982,4527,,,,,77429307,4172253,,,
2019-02-26,42,1640.8834339867715,2045.5425983667374,15.0,15,48.7872731,2.3679073,48.7872731,2.3679073,3.1049321162354633,61.0,0.2762818932533264,3538,,,,,77871901,2805581,,,
2019-02-27,67,1741.6245013785156,4132.286175131798,24.0,24,48.7178521,2.2462778,48.7897833,2.36776,1.11663291443362,3.7878122329711914,0.22923023998737335,5351,,,,,77702127,4395170,,,
2019-02-28,49,1682.055339712533,2201.192350357771,12.0,12,,,,,1.3892704520592625,20.1200008392334,0.22141531109809875,4384,,,,,77652651,3608393,,,
2019-03-01,38,1602.415381417215,1644.4049631357193,8.0,8,48.7172526,2.2461058,48.7197302,2.2480562,1.0285893145559397,2.299999952316284,0.31370869278907776,2875,,,,,81523269,2055494,,,
2019-03-02,48,1674.9942790873677,1268.1235780715942,3.0,3,48.7023716,2.2506904,48.7045201,2.2570212,1.1346735216215305,17.0,0.2550294101238251,2907,,,,,78528273,3470709,,,
2019-03-03,17,1551.7791124672106,378.83336353302,,,,,,,0.7565480242966431,1.409999966621399,0.2827451229095459,974,,,,,85271795,1068137,,,
2019-03-04,8,1531.3188420360905,121.77655684947968,,,,,,,0.669337004031635,0.9599999785423279,0.31730708479881287,652,,,,,85558049,669183,,,
2019-03-05,25,1555.5870315586133,330.0351371765137,,,,,,,0.8348655264325289,1.4600000381469727,0.25237634778022766,1512,,,,,85160338,1142390,,,
2019-03-06,87,1770.9011568546898,3760.955419063568,40.0,40,48.7124732,2.2436247,48.7197401,2.2480436,0.6811662871954188,3.569999933242798,0.029744841158390045,7287,,,,,78063889,5340795,,,
2019-03-07,64,1711.6438362575489,2180.4044172763824,8.0,8,,,,,1.2307884679402998,22.350000381469727,0.27125734090805054,4656,,,,,78810723,4185337,,,
2019-03-08,28,1594.5514784580707,435.96101117134094,,,,,,,0.38568159906697314,1.195522665977478,0.26698726415634155,1798,,,,,84438315,1902155,,,
2019-03-09,74,1746.2676455840472,4284.252713680267,42.0,42,48.7129647,2.2439554,48.7196925,2.2479927,0.5975308827539932,1.6399999856948853,0.2922712564468384,7084,,,,,81539533,4860467,,,
2019-03-10,11,1549.0372454862877,309.249125123024,,,,,,,10.757278382676077,118.0,0.2617315649986267,1013,,,,,69243103,1014674,,,
2019-03-11,46,1669.6380000449296,1838.8158594369888,8.0,8,,,,,0.7726030354202758,1.6482096910476685,0.2955046594142914,3216,,,,,79619526,3366266,,,
2019-03-12,60,1675.6212971840234,2026.7049853801727,13.0,13,48.7877387,2.3668977,48.7877387,2.3668977,0.575426880404432,1.559999942779541,0.09248783439397812,4583,,,,,78628727,3482934,,,
2019-03-13,74,1716.9833519856522,3774.7686514258385,34.0,34,48.7185646,2.2470449,48.7925497,2.3639145,0.9787976571418889,9.010000228881836,0.3166430592536926,6594,,,,,76714908,4276569,,,
2019-03-14,49,1640.1936774876674,1688.2355192191899,8.0,8,48.7884334,2.3635998,48.7897417,2.36565,0.8666578032926178,12.899999618530273,0.01314168144017458,3263,,,,,78744814,2792130,,,
2019-03-15,58,1707.6435416247284,3414.2060598134995,30.0,30,48.7156725,2.2463639,48.7887651,2.3663433,1.4327818175261284,19.579999923706055,0.2427530437707901,5754,,,,,75149043,4107336,,,
2019-03-16,45,1630.3829263652717,1709.3772035837173,10.0,10,48.7198295,2.2440873,48.7211046,2.2468415,0.8206128177896769,4.039999961853027,0.1317925900220871,3834,,,,,80221465,2600833,,,
2019-03-17,33,1586.2669333390704,577.1364364624023,,,,,,,0.7819524731759789,1.3169673681259155,0.2453845739364624,2529,,,,,84328973,1740616,,,
2019-03-18,85,1807.824869210534,4500.462203264236,40.0,38,48.7165921,2.2451769,48.7189298,2.2477044,0.7989217573892851,22.530000686645508,0.20252247154712677,7509,,,,,76518486,6060771,,,
2019-03-19,41,1678.6747391029803,2786.740761756897,27.0,25,,,,,0.7713854601746759,1.7107253074645996,0.26537883281707764,4343,,,,,76223086,3542473,,,
2019-03-20,67,1735.5230918720881,3959.0032262802124,35.0,32,,,,,0.5823857436931723,1.8007943630218506,0.2762818932533264,6327,,,,,75166985,4650958,,,
2019-03-21,64,1715.091380302639,3472.2997730970383,25.0,24,,,,,0.6595337896226446,1.776035189628601,0.2593139708042145,5670,,,,,78451653,4252562,,,
2019-03-22,66,1775.6722922093377,4161.966332793236,32.0,32,,,,,0.9075775698410673,1.6533513069152832,0.2550294101238251,6498,,,,,74613271,5433827,,,
2019-03-23,20,1563.7242057876852,223.27600049972534,,,,,,,0.4232634909045382,0.9270115494728088,0.31878677010536194,1446,,,,,84337030,1301054,,,
2019-03-24,14,1547.8253452552397,313.12403523921967,,,,,,,0.4746607184875254,1.0390366315841675,0.2550294101238251,1310,,,,,85164912,991044,,,
2019-03-25,58,1699.967315967882,2398.6120505332947,12.0,12,48.8331169,2.3332207,48.8424376,2.344391,0.6411369236449315,2.8399999141693115,0.297534316778183,4357,,,,,76456842,3957658,,,
2019-03-26,57,1706.2944935700957,3092.040827870369,23.0,23,48.7163392,2.2469689,48.7199147,2.2481407,1.1056051260886863,10.130000114440918,0.25996968150138855,5085,,,,,75808818,4081031,,,
2019-03-27,27,1571.5602322525713,1499.5193145275116,14.0,13,48.716587,2.2462605,48.7192176,2.2471408,2.112818866871952,30.670000076293945,0.2068202942609787,2614,,,,,80332900,1453850,,,
2019-03-28,41,1661.0880566579015,2080.545323252678,14.0,13,,,,,1.3200012047394338,8.279999732971191,0.2903613746166229,3297,,,,,79821286,3198509,,,
2019-03-29,49,1662.9296649645764,2111.0119009017944,12.0,12,48.7196705,2.2479693,48.7196705,2.2479693,0.648073402879215,1.6349812746047974,0.27060022950172424,3526,,,,,79092592,3235461,,,
2019-03-30,12,1544.9278592545381,254.09771406650543,,,,,,,0.4889028588643367,1.600000023841858,0.2663615047931671,993,,,,,84954578,934545,,,
2019-03-31,86,1706.499236783762,4584.691854611039,38.0,38,48.8621316,2.2219374,48.8954836,2.3465841,0.8910925840757814,4.559999942779541,0.05324457958340645,7442,,,,,72646137,5301273,,,
2019-04-01,64,1729.5432633335838,3704.553448200226,30.0,30,48.7148316,2.2444099,48.7174126,2.2468913,0.8272465858913359,2.4800000190734863,0.2435694932937622,5768,,,,,76729196,4534359,,,
2019-04-02,70,1787.3795592359,3631.009733557701,25.0,23,48.7185143,2.2471032,48.7803846,2.3123651,0.5440163692011923,1.7999999523162842,0.05500268191099167,6163,,,,,77204690,5662108,,,
2019-04-03,49,1610.0055229278066,2037.3198255300522,14.0,14,,,,,0.5288359814798722,1.6879063844680786,0.30182233452796936,3776,,,,,80013318,2200177,,,
2019-04-04,30,1594.046929574158,1309.1032444238663,11.0,11,,,,,1.17286794575741,4.260000228881836,0.297534316778183,2585,,,,,80492688,1892317,,,
2019-04-05,38,1607.1620850564964,1347.9528419971466,4.0,4,48.7196508,2.247873,48.7617073,2.3045,1.0423635582115358,7.829999923706055,0.315681517124176,2893,,,,,78100892,2148049,,,
2019-04-06,33,1610.2295549578341,1200.0622195005417,7.0,7,,,,,0.8956773835884938,11.970000267028809,0.10529202967882156,2591,,,,,74876798,2207862,,,
2019-04-07,11,1522.0466108749338,145.88526666164398,,,,,,,0.8485822393759159,1.9500000476837158,0.25737813115119934,819,,,,,85389800,488383,,,
2019-04-08,38,1609.7840766301601,1971.8125361204147,16.0,16,,,,,0.6338830575855878,1.6100000143051147,0.13529740273952484,3387,,,,,80382087,2199175,,,
2019-04-09,78,1705.2824996991324,4212.675319910049,32.0,28,48.7879537,2.2881199,48.8735491,2.3669721,1.6146693299776296,23.010000228881836,0.21237428486347198,6794,,,,,77180310,4059733,,,
2019-04-10,37,1602.0203358952276,1701.279799938202,10.0,10,,,,,0.6065986921233963,1.6095497608184814,0.2946021854877472,3193,,,,,80440464,2046157,,,
2019-04-11,12,1523.4844288734225,163.0829347372055,,,,,,,0.3778228608659945,0.8793711066246033,0.3021858036518097,946,,,,,85352023,516420,,,
2019-04-12,57,1639.7187235586678,2466.9903502464294,15.0,15,,,,,0.835054686250142,1.6844441890716553,0.30470040440559387,4570,,,,,80097847,2782870,,,
2019-04-13,40,1641.7106861656985,1773.3101803064346,15.0,15,49.5307003,3.5547639,49.5362998,3.5555811,7.011772839891237,30.489999771118164,0.26565563678741455,3526,,,,,68486618,2821712,,,
2019-04-14,2,1507.991171670724,40.167136669158936,,,,,,,0.5236060267803333,0.7369503378868103,0.2816992402076721,183,,,,,86085799,214318,,,
2019-04-15,103,1736.998765404864,4977.571518063545,43.0,42,,,,,0.8091023316262616,1.900050401687622,0.3124101459980011,8867,,,,,77132132,4679734,,,
2019-04-16,46,1627.2072205564211,2089.7102234363556,12.0,12,,,,,0.6343900712184657,1.6720343828201294,0.2762818932533264,3886,,,,,79391264,2538912,,,
2019-04-17,43,1609.3828362670529,1852.156292438507,11.0,11,,,,,0.7447881059851629,1.706986427307129,0.2550294101238251,3496,,,,,80321619,2191354,,,
2019-04-18,38,1600.5669399214255,1686.1690499782562,12.0,12,,,,,0.782224716317189,1.640803337097168,0.2550294101238251,3081,,,,,79360235,2019452,,,
2019-04-19,78,1746.64415044409,3856.9252367019653,25.0,25,,,,,0.7271249800399587,1.626682162284851,0.2550294101238251,6230,,,,,77151775,4867808,,,
2019-04-20,21,1556.6672014019468,442.0388962030411,,,,,,,0.8036425195735887,27.84000015258789,0.2550294101238251,1616,,,,,82972976,1163450,,,
2019-04-21,3,1510.1604374794504,97.82897448539734,,,,,,,1.436876209349177,3.130000114440918,0.3189260959625244,313,,,,,86143382,256618,,,
2019-04-22,9,1510.710293412747,40.16713762283325,,,,,,,0.7201619000744212,2.390000104904175,0.3187867999076843,655,,,,,85495648,267338,,,
2019-04-23,67,1696.0715431775561,3279.20410490036,39.0,39,48.7125268,2.2436723,48.7208043,2.2479602,0.6044641384831192,1.369652509689331,0.24861344695091248,6249,,,,,81872536,3881696,,,
2019-04-24,46,1624.5924865477414,2071.777804493904,24.0,24,48.7126636,2.2436831,48.7196683,2.2479534,0.5619564730054599,2.440000057220459,0.2673535645008087,3564,,,,400779,83634773,1899646,69173,,
2019-04-25,67,1668.2461036381803,2358.1938388347626,10.0,10,,,,,0.6302354387146402,1.6297030448913574,0.31537926197052,4547,,,,,79429469,3339124,,,
2019-04-26,85,1695.6763123297617,3095.8036556243896,24.0,24,,,,,0.6283779452903268,1.6138285398483276,0.2535642087459564,5843,,,,,76893881,3873988,,,
2019-04-27,12,1525.92280532243,132.61530756950378,,,,,,,0.3099763368743827,0.7322582602500916,0.2869080901145935,757,,,,,85405391,563965,,,
2019-04-28,22,1539.1981551316896,274.57266902923584,,,,,,,0.6907124811167461,1.341363549232483,0.25575485825538635,1265,,,,,84315047,822822,,,
2019-04-29,46,1577.204530974609,566.5192949771881,,,,,,,0.7067734275776264,1.3460556268692017,0.25798165798187256,2877,,,,,84407787,1424353,60607,,
2019-04-30,37,1575.305236445045,1509.0655227899551,8.0,8,,,,,2.499673018331623,22.959999084472656,0.30836498737335205,2927,,,,,81915716,1491808,,,
2019-05-01,9,1523.5002333005798,196.45261561870575,,,,,,,0.6716130707774757,1.9199999570846558,0.29013052582740784,677,,,,,85883270,516730,,,
2019-05-02,43,1596.8444037915876,2339.221957206726,22.0,22,,,,,0.41942871886769156,1.620705008506775,0.31102195382118225,4110,,,,,84172702,1946866,,,
2019-05-03,78,1740.923843806696,5010.671536885202,47.0,47,48.7042279,2.2403739,48.7186073,2.2492396,0.7306420424395961,5.0,0.32616984844207764,7466,,,,,81423567,4756268,,,
2019-05-04,43,1633.1356157008233,1596.4505361318588,13.0,13,48.8741709,2.3289931,48.8761286,2.3317433,1.7918752262069726,22.0,0.26335766911506653,3465,,,,,76320875,2654508,,,
2019-05-05,6,1502.1100778746998,10.838751316070557,,,,,,,0.3090958595275879,0.31130480766296387,0.3068869113922119,626,,,,,86170814,99642,,,
2019-05-06,49,1664.526814124899,2299.3692004680634,18.0,18,,,,,0.8092906337452209,1.6137242317199707,0.27368447184562683,4214,,,,,79748885,3266603,,,
2019-05-07,46,1601.5964059507899,1640.1801652908325,9.0,9,,,,,0.8146843678583809,1.5411748886108398,0.31341829895973206,3512,,,,,80457689,2039524,,,
2019-05-08,10,1502.2538848059671,61.207066655159,,,,,,,0.6213940978050232,0.855530858039856,0.38725733757019043,688,,,,,85630192,102447,,,
2019-05-09,32,1591.5086972801535,1122.8751270771027,2.0,2,,,,,0.7426945488657088,1.4658031463623047,0.28174760937690735,2272,,,,,78823393,1842825,,,
2019-05-10,40,1588.554848125507,1436.3664034605026,9.0,9,,,,,0.7644236702199884,1.6527612209320068,0.3129691779613495,3021,,,,,75935091,1783847,,,
2019-05-11,33,1584.8570426124372,1579.4810750484467,11.0,11,,,,,0.7260054422468506,1.5666526556015015,0.25613030791282654,2733,,,,,74653638,1713123,,,
2019-05-12,25,1532.4404624849,202.07635140419006,,,,,,,0.38258214144714175,1.3516207933425903,0.3029444217681885,1568,,,,,85084716,691054,,,
2019-05-13,56,1655.6600980804824,2533.301715731621,18.0,17,,,,,0.7789063701327958,3.54682993888855,0.26565563678741455,4812,,,,,78362349,3093711,,,
2019-05-14,45,1593.4813523855348,1561.8722503185272,11.0,11,,,,,0.8423337096941342,1.6646946668624878,0.2946465015411377,3484,,,,,81526003,1881289,,,
2019-05-15,47,1621.9478691400882,2020.6649817228317,13.0,13,,,,,0.7899935000942434,1.618432879447937,0.24304138123989105,3828,,,,,79708973,2436356,,,
2019-05-16,45,1586.705979036032,1612.7190647125244,11.0,11,,,,,0.6672786700761046,1.5740247964859009,0.26799505949020386,3398,,,,,79580690,1749176,,,
2019-05-17,85,1734.3037113271719,5703.575037121773,55.0,55,,,,,0.9142895695269292,1.6890770196914673,0.30931830406188965,8595,,,,,77207149,4622728,,,
2019-05-18,59,1633.3345714393145,2480.6530252695084,23.0,23,,,,,0.7719911657056255,1.4556270837783813,0.31166595220565796,5048,,,,,82319224,2514767,62371,,
2019-05-19,7,1530.4294111287222,225.96552920341492,1.0,1,,,,,6.540252044455519,15.0,0.3147953152656555,823,,,,,70759924,651840,,,
2019-05-20,73,1697.1906191897178,3889.7943235635757,32.0,31,48.8616404,2.344287,48.8671275,2.346946,1.2936104932833359,21.329999923706055,0.12159033119678497,6911,,,,,76406156,3752255,60195,,
2019-05-21,95,1754.1753027928078,3837.1938577890396,30.0,30,48.714828,2.2463289,48.7898772,2.3660166,1.1379747514640806,12.59000015258789,0.29293233156204224,7613,,,,,72223268,4854684,69102,,
