Date,Nombre de minutes actives,Calories (kcal),Distance (m),Points cardio,Minutes cardio,Basse latitude (°),Basse longitude (°),Haute latitude (°),Haute longitude (°),Vitesse moyenne (m/s),Vitesse maximale (m/s),Vitesse minimale (m/s),Nombre de pas,Poids moyen (kg),Poids maximal (kg),Poids minimal (kg),"Durée de l'activité ""Vélo"" (ms)","Durée de l'activité ""Inactif"" (ms)","Durée de l'activité ""Marche à pied"" (ms)","Durée de l'activité ""Course à pied"" (ms)","Durée de l'activité ""Elliptique"" (ms)","Durée de l'activité ""Entraînement fractionné haute intensité"" (ms)"
2019-05-22,79,1730.231721261479,3823.642431795597,30.0,30,48.7873365,2.3633648,48.7919583,2.3702384,0.9277734410899834,10.0,0.15752118825912476,6666,,,,,78072155,4547781,,,
2019-05-23,52,1622.408653717207,1267.9983285665512,7.0,7,48.7870209,2.3637735,48.7887901,2.3683173,0.9223730613645011,30.030000686645508,0.28216519951820374,3654,,,,,80244660,2445343,,,
2019-05-24,59,1645.780378742841,3129.285966873169,25.0,25,,,,,0.8768101078522486,1.5948582887649536,0.31057143211364746,5638,,,,,79558449,2831769,30096,,
2019-05-25,20,1562.8347008725073,480.0606424808502,,,,,,,0.5489020177972471,1.3958090543746948,0.2641560435295105,1530,,,,,81018018,1283711,,,
2019-05-26,32,1591.5891111862447,1286.272568821907,11.0,11,,,,,0.7172511888770288,1.4864486455917358,0.3187867999076843,2682,,,,,83816061,1844393,,,
2019-05-27,67,1707.6113509518966,3694.585633158684,24.0,24,48.8615431,2.3466556,48.8666319,2.3570701,1.2716863621708652,22.959999084472656,0.25313639640808105,6352,,,,,78272018,3861489,92116,,
2019-05-28,125,1865.6574160299363,7444.766499450896,50.0,50,48.8536374,2.3377397,48.8666258,2.3571942,1.367684368573597,18.260000228881836,0.236703023314476,10746,,,,,74820103,7029228,,,
2019-05-29,29,1583.2119872310914,1897.6149526238441,16.0,16,48.8390391,2.32969,48.866629,2.3573063,0.6780629269451995,6.0,0.30088651180267334,2876,,,,,84473995,1640602,,,
2019-05-30,26,1548.579344758104,897.265859246254,7.0,7,48.7195446,2.2477269,48.7195446,2.2477269,1.3041703888362706,2.299999952316284,0.31094077229499817,1994,,,,,84595739,1005745,,,
2019-05-31,11,1531.1396803350467,143.70961380004883,,,,,,,0.3823387926899701,0.46418026089668274,0.30816054344177246,792,,,,,84761904,665691,,,
2019-06-01,34,1643.591583516041,496.9010257124901,,,,,,,0.6276983731397632,3.009999990463257,0.025705166161060333,2806,,,,,77172274,1163676,735987,,
2019-06-02,15,1518.3271842621511,157.38290059566498,,,,,,,0.9084116193753727,1.3311842679977417,0.30826520919799805,1082,,,,,85532086,415860,,,
2019-06-03,74,1721.5441804805416,3716.3595563173294,32.0,32,48.8616536,2.346823,48.8666023,2.3571931,0.824070543660903,69.0,0.26402387022972107,6499,,,,,77631792,4378384,,,
2019-06-04,106,1766.505240565079,4738.948839187622,34.0,34,48.7152527,2.2460432,48.8666353,2.3574146,0.6867022045860431,4.0,0.31282275915145874,8252,,,,,74443417,5243812,,,
2019-06-05,81,1729.3562560262665,3978.997892606538,30.0,30,48.7147384,2.2464061,48.8628602,2.3483021,1.4855596396087594,19.239999771118164,0.26971060037612915,6440,,,,208418,73997115,4296127,,,
2019-06-06,50,1578.363840046558,875.842031121254,3.0,3,,,,,1.203307056339372,26.0,0.30512678623199463,3096,,,,,77251242,1426276,69190,,
2019-06-07,64,1673.750489216366,3281.5411771535873,26.0,26,,,,,0.6041590557895191,1.6769933700561523,0.2762818932533264,5666,,,,,77402659,3446456,,,
2019-06-08,30,1517.389123994718,145.36677873134613,8.0,7,,,,,0.5092088217014743,0.8228162527084351,0.27727362513542175,2387,,,,,85289990,397568,,,
2019-06-09,58,1631.297441755359,2406.2899742126465,16.0,16,,,,,0.5826504789573296,1.5083545446395874,0.3103086054325104,4964,,,,,81856820,2618665,,,
2019-06-10,53,1575.977161469425,528.4159713983536,,,,,,,0.4512775877113816,1.0637112855911255,0.31352320313453674,3061,,,,,83493262,1539976,,,
2019-06-11,99,1757.7474542455514,4504.637215137482,35.0,35,,,,,0.7219872338891173,1.6023482084274292,0.2511470913887024,8099,,,,,76734584,5084312,,,
2019-06-12,37,1542.2929045720578,291.4626798629761,,,,,,,0.6564960571719763,1.1043123006820679,0.3142077326774597,2643,,,,,84654215,883167,,,
2019-06-13,62,1683.4385692303015,3436.567443370819,28.0,28,,,,,0.8905575116162355,1.6654775142669678,0.30816054344177246,5630,,,,,70157591,3635365,,,
2019-06-14,90,1685.1340572826387,2964.6796585321426,27.0,27,,,,,0.762966663692399,1.7390820980072021,0.29217529296875,6641,,,,210798,82126027,3442587,,,
2019-06-15,14,1525.7936769743442,211.18347334861755,,,,,,,0.6966061597649741,2.3399999141693115,0.27933788299560547,1205,,,,,85370564,561450,,,
2019-06-16,41,1619.0798752018843,2413.08096241951,23.0,23,,,,,0.5052811925335026,1.6057783365249634,0.3049950897693634,4121,,,,,83244879,2380435,,,
2019-06-17,56,1611.4918689001931,2315.064916372299,18.0,18,,,,,0.7224657648338033,1.676162600517273,0.28793036937713623,4640,,,,,83201918,2232477,,,
2019-06-18,25,1553.2835625544203,413.0073102712631,,,,,,,0.6183806171333643,1.3282382488250732,0.3085688054561615,1599,,,,,85196514,1097472,,,
2019-06-19,40,1578.9349939352264,1144.7484471797943,9.0,9,,,,,0.42472344304834314,1.4454410076141357,0.2550294101238251,3107,,,,,84021816,1597651,,,
2019-06-20,62,1672.4603268116575,2252.936290025711,14.0,14,,,,,0.6975388944862203,1.603637456893921,0.24640202522277832,4699,,,,,79313874,3421301,,,
2019-06-21,100,1658.4888033407208,2921.8902686834335,25.0,25,,,,,0.5314921627869921,1.5094904899597168,0.3135867118835449,6969,,,,,82242291,3148868,,,
2019-06-22,32,1584.79993165626,501.6917333602905,,,,,,,0.38646366923256686,1.0756604671478271,0.2716842293739319,2410,,,,,84495650,1502493,90990,,
2019-06-23,26,1579.0481492648314,514.3027447462082,,,,,,,0.6294327656234056,0.8364483714103699,0.24745456874370575,1980,,,,,84428731,1599856,,,
2019-06-24,48,1582.8857417959275,394.59536159038544,,,,,,,0.6982333307017964,1.3548591136932373,0.30051693320274353,3479,,,,,84165554,1327246,150887,,
2019-06-25,118,1811.138624873976,6452.084512562491,16.0,16,48.7172277,2.2457305,48.8626963,2.3475036,2.119023237110793,42.0,0.31878677010536194,9152,,,,,75297109,5807831,,,
2019-06-26,71,1716.7842545855729,3694.6812948286533,35.0,35,48.7126501,2.2456412,48.7197052,2.2479851,0.9677972442210335,2.4700000286102295,0.3185117244720459,6705,,,,,81903717,4285574,,,
2019-06-27,49,1636.0982693574415,1962.9316029548645,14.0,14,,,,,0.7295719148254168,22.510000228881836,0.2762818932533264,4111,,,,,79904704,2712278,,,
2019-06-28,121,1761.7499005404245,4420.85427826643,25.0,25,48.7165696,2.2464986,48.7287708,2.2598392,0.6957335416441865,12.899999618530273,0.2550294101238251,8653,,,,,80624509,5154938,,,
2019-06-29,180,2077.2917963203827,5769.011741280556,72.0,72,48.712633,2.2462404,48.8689139,2.3630946,0.8616033750859046,16.81999969482422,0.016550492495298386,7951,,,,3806441,70600432,7240639,,,
2019-06-30,17,1545.7683357063136,191.27208018302917,,,,,,,0.9314458362268795,3.630000114440918,0.25397494435310364,1383,,,,,85078357,950935,,,
2019-07-01,89,1723.7750181593578,3869.008264154196,27.0,27,48.716091,2.2462676,48.7254626,2.2644276,0.7908543917013986,6.880000114440918,0.1748901754617691,6930,,,,,81240713,4421446,,,
2019-07-02,137,1860.774394636249,6402.228012107313,25.0,25,48.711946,2.2426755,48.7249562,2.2641967,0.7822106437547408,7.0,0.2090194672346115,10127,,,,,78837763,7031458,,,
2019-07-03,157,1978.3724295362765,8584.242306023836,54.0,54,48.711586,2.2426559,48.7249093,2.263388,0.8130824972946462,17.520000457763672,0.27536895871162415,13161,,,,,75899559,9378399,,,
2019-07-04,90,1734.6116321524428,4114.427366256714,30.0,29,48.7156757,2.245973,48.7196627,2.2479891,0.743114342096239,5.0,0.2828461825847626,7114,,,,,80209087,4630784,,,
2019-07-05,107,1798.0531736761975,4356.521373867989,20.0,20,,,,,0.5661258833825648,1.7350850105285645,0.2643187642097473,7898,,,,,77676931,5870233,,,
2019-07-06,45,1603.6805342438888,1362.5673097372055,12.0,12,48.7156065,2.2464677,48.7196627,2.2479891,1.0058805265472472,2.0,0.2869080901145935,3388,,,,,77847294,2080164,,,
2019-07-07,66,1724.8741422084152,2960.1297184228897,20.0,20,48.7120245,2.2430368,48.7195547,2.2478432,0.6742249262495902,5.0,0.10866501927375793,5697,,,,,81826340,4443313,,,
2019-07-08,62,1640.3675395690266,2279.368276029825,13.0,13,48.7203139,2.2481454,48.8408506,2.2679851,0.7538257227520679,3.5299999713897705,0.29294687509536743,4642,,,,129223,80570716,2657199,,,
2019-07-09,65,1666.4723778377015,2353.1539261341095,14.0,14,,,,,0.8403409961326422,1.5641077756881714,0.3033152222633362,4596,,,,,82352104,3304539,,,
2019-07-10,77,1719.8141563009267,3923.1876525878906,33.0,33,,,,,0.7819565342880748,1.5331681966781616,0.26565563678741455,6956,,,,,81656978,4344471,,,
2019-07-11,83,1700.9693478316478,3113.6896448135376,23.0,23,,,,,0.4734493482124777,1.6336466073989868,0.24594853818416595,6442,,,,,80515751,3975188,,,
2019-07-12,52,1641.4585236956023,2216.978128552437,13.0,13,,,,,0.5303668655288671,1.5810633897781372,0.297534316778183,4265,,,,,82609372,2816796,,,
2019-07-13,98,1733.268052829542,4067.356943130493,31.0,31,,,,,0.6784617788867139,1.9186419248580933,0.2738804221153259,7968,,,,,79392893,4606985,,,
2019-07-14,16,1552.7069712377634,327.76090943813324,,,,,,,0.4785229561382885,1.1598249673843384,0.3073025941848755,1436,,,,,85274643,1086230,,,
2019-07-15,80,1677.3672161766947,3070.8726229667664,19.0,19,,,,,0.6367989387958436,1.594261646270752,0.29669156670570374,6495,,,,,81981688,3516980,,,
2019-07-16,58,1691.8325801639844,3161.0673322677612,23.0,22,,,,,0.6169738831086216,1.756372094154358,0.26565563678741455,5466,,,,,82177874,3794340,,,
2019-07-17,92,1756.8751205424571,4628.842958450317,36.0,36,,,,,0.6060132649711495,1.5514626502990723,0.2869080901145935,7775,,,,,79269108,5067301,,,
2019-07-18,65,1689.734353967705,2298.997414112091,23.0,23,,,,,0.6392333293526484,1.6095291376113892,0.2868516743183136,4856,,,,542524,73831785,3177400,,,
2019-07-19,92,1760.689631241937,4215.505850672722,39.0,39,,,,,0.5879856116296684,1.7537341117858887,0.2500680387020111,7921,,,,,78812312,5141684,,,
2019-07-20,92,1748.3590862714984,4412.7554695010185,27.0,27,48.7215665,2.2490149,48.7272973,2.2633697,0.9691886993988077,4.679999828338623,0.3128754794597626,7454,,,,,80985667,4901247,,,
2019-07-21,25,1518.5316488885096,157.947514295578,,,,,,,0.5620144969638401,1.7999999523162842,0.31204307079315186,1752,,,,,85781212,419846,,,
2019-07-22,89,1736.4019297297127,4074.419699549675,37.0,37,48.7128199,2.2423023,48.7247123,2.2639533,0.5377283088827983,1.850000023841858,0.2529347836971283,7601,,,,,81502829,4668095,,,
2019-07-23,46,1639.4107184631514,1983.2243800759315,15.0,15,48.7196559,2.2479906,48.7248474,2.2639295,0.6199265873459319,2.0,0.2849079966545105,4170,,,,,83009477,2776864,,,
2019-07-24,84,1781.6781929365984,4775.937997221947,30.0,30,48.7196559,2.2479269,48.8843468,2.3600939,0.9517007664824771,17.030000686645508,0.24979497492313385,7456,,,,,77710946,5447487,,,
2019-07-25,64,1687.3770838256423,2645.329672537744,17.0,17,,,,,0.6193145359813329,3.4100000858306885,0.23409734666347504,5537,,,,,81583970,3712162,,,
2019-07-26,63,1677.106561347245,2496.1090253591537,16.0,16,,,,,0.5431819588621742,1.595444679260254,0.2750374376773834,5331,,,,,79961071,3505865,,,
2019-07-27,98,1801.840020807991,4921.592561483383,30.0,30,46.2216627,-1.4439403,48.8452475,2.4691889,12.889174551593035,56.52000045776367,0.046251166611909866,7814,,,,,57574882,5934923,,,
2019-07-28,114,1760.297739105261,4965.310522437096,31.0,31,46.1911942,-1.3684154,46.2060334,-1.3333422,0.856081397728708,2.430000066757202,0.2931617498397827,9324,,,,,76176258,5079429,,,
2019-07-29,47,1654.9916167324807,2291.895389318466,1.0,1,,,,,0.8280742996386279,1.2316666841506958,0.3207411468029022,3771,,,,,82859101,2683023,121487,,
2019-07-30,98,1785.8553411894616,5470.192778408527,20.0,20,46.2032141,-1.3684233,46.2074175,-1.3645545,1.3892303144475355,43.0,0.09611990302801132,8148,,,,,77711915,5468486,,,
2019-07-31,81,1765.6500924790053,4712.427686333656,28.0,28,46.1842479,-1.3681388,46.2039794,-1.3235423,1.709186309742055,46.0,0.22220997512340546,7074,,,,,77578100,5078766,,,
2019-08-01,34,1612.6551615417604,2055.0553619861603,16.0,16,,,,,0.8750532493775046,1.6799999475479126,0.3226560950279236,3328,,,,,83634687,2136304,,,
2019-08-02,101,1801.161702001718,6229.8734449744225,41.0,41,46.1990377,-1.3750139,46.2074607,-1.3592377,1.0609222744867128,7.0,0.21040715277194977,8888,,,,,76797036,5811586,,,
2019-08-03,50,1639.50486820283,2234.46342843771,7.0,7,46.1527129,-1.1479994,48.8391617,2.3709304,9.022115324475019,47.0,0.25650253891944885,3669,,,,,59573580,2656833,,,
2019-08-04,185,2045.5630511353493,8977.239992573857,28.0,28,48.853717,2.3340285,48.8626857,2.3483541,0.7319887337930485,6.0,0.28914183378219604,13306,,,,,69495373,10585880,,,
2019-08-05,140,1916.3269257711188,8653.372128546238,60.0,60,51.579021,-0.1693796,51.5925056,-0.1465473,6.77051711284966,35.810001373291016,0.026052875444293022,12754,,,,,57938213,8058762,,,
2019-08-06,74,1731.5938607719725,3472.5251030921936,30.0,30,50.7562928,-1.623563,51.5934673,-0.1636599,5.378783774640671,32.0099983215332,0.07620317488908768,6527,,,,,72143685,4458764,,,
2019-08-07,200,2105.411025891738,12042.613101232797,78.0,78,50.7518922,-1.6393421,50.8208608,-1.4455397,3.077415723378434,32.0,0.1774643063545227,17462,,,,,67946240,11752871,,,
2019-08-08,130,1937.1064108955989,5789.421684861183,6.0,6,50.7223445,-1.7850859,50.9712155,-1.5966102,1.908497088322816,20.760000228881836,0.004032239783555269,10024,,,,,70528525,8471707,,,
2019-08-09,99,1839.9300324205374,5639.869923397899,56.0,56,50.7528448,-1.6252733,50.8675175,-1.6164312,1.201669908088227,10.670000076293945,0.014104954898357391,9438,,,,,72551360,6574193,,,
2019-08-10,134,1887.2243114165522,7405.603114128113,33.0,33,50.7570217,-1.5492889,50.7831215,-1.5034038,3.864131948422906,44.0,0.3138306140899658,11337,,,,,74697178,7494568,,,
2019-08-11,29,1578.2667471944856,1228.7600415088236,4.0,4,51.1465883,0.8704433,51.1493108,0.8730042,46.370278830591324,127.0,0.3105597198009491,2486,,,,,58962323,1459333,,,
2019-08-12,66,1677.4840792489724,2073.171525478363,15.0,15,48.7164169,2.2469448,48.7196785,2.2480242,1.1010359609396314,28.18000030517578,0.18220318853855133,5250,,,,,77155228,3402189,,,
2019-08-13,15,1574.7174661913089,346.39247274398804,,,,,,,9.356970195732565,37.060001373291016,0.1866310089826584,1241,,,,,69872078,1395513,,,
2019-08-14,1,1514.7376562226848,59.409125328063965,,,,,,,0.7154107312778322,1.1406079530715942,0.2897314429283142,196,,,,,84026086,224316,,,
2019-08-15,51,1640.134240722983,1839.3911848291755,3.0,3,48.5809508,7.7461798,48.5821906,7.7486833,0.6844366473293898,7.559999942779541,0.03215370327234268,3509,,,,,71803591,2662827,,,
2019-08-16,122,1885.8223896661448,9126.24622452259,100.0,100,48.8660724,7.2817769,48.8778967,7.2995512,1.6575164314461233,19.290000915527344,0.3202289044857025,12952,,,,,74280763,7463782,,,
2019-08-17,58,1672.7543413667331,2368.690878354013,5.0,5,48.7239287,7.3373885,48.7247865,7.338244,2.2325392072101264,15.470000267028809,0.31446751952171326,4081,,,,,78401533,3309833,,,
2019-08-18,43,1631.8595130168615,1028.3610264062881,2.0,2,48.7195876,2.2480063,48.719647,2.2484874,14.061571097004474,138.0,0.07104700803756714,3071,,,,,66868370,2511254,,,
2019-08-19,57,1690.904499269992,2579.1084113121033,26.0,26,48.7148222,2.2462388,48.719647,2.2480063,1.1444157633710095,6.949999809265137,0.2826661169528961,5283,,,,,79370084,3664242,,,
2019-08-20,69,1691.8696066693487,3453.864218354225,33.0,33,48.7084496,2.2389502,48.7182606,2.2486857,0.7316242282949028,1.690000057220459,0.24483634531497955,6500,,,,,82475288,3683089,,,
2019-08-21,99,1774.0757248600776,5147.649253487587,53.0,53,48.710264,2.2371667,48.7192457,2.2476412,1.0264548828439781,5.0,0.2570149600505829,9140,,,,,80340837,5288287,,,
2019-08-22,114,1779.084989799471,4746.682190895081,54.0,54,48.7150018,2.2344529,48.7219543,2.2503246,1.067945269783355,7.139999866485596,0.0,10047,,,,,72399626,5226768,69141,,
2019-08-23,104,1768.7317502176602,4023.8600640892982,33.0,33,,,,,0.574411897660388,1.5795245170593262,0.281864196062088,7974,,,,,79845691,5183937,,,
2019-08-24,12,1524.9760689563052,121.69112426042557,,,,,,,0.5603154614982793,1.19118332862854,0.29949167370796204,924,,,,,85747159,424235,,,
2019-08-25,165,2015.3615229162103,11465.65636035055,120.0,120,48.704969,2.2123468,49.5108577,4.3697335,4.8633900760492885,92.0,0.266769677400589,17222,,,,,58942052,9999760,,,
2019-08-26,194,2039.7744797565801,10780.307319894433,96.0,96,48.7049445,2.2415837,48.7897867,2.3814594,1.035902368127622,30.0,0.09355202317237854,17671,,,,,72604755,10470602,,,
2019-08-27,111,1850.9399054429923,6243.666658043861,52.0,52,48.7115978,2.2428497,48.7196507,2.2479773,1.1682610038615893,21.0,0.31740182638168335,10011,,,,,72682936,6789180,,,
2019-08-28,51,1676.1391840047995,2471.811797618866,17.0,17,48.8298597,2.3322493,48.8401951,2.3501132,1.0996919165786245,17.040000915527344,0.14673079550266266,4574,,,,,80767905,3375929,,,
2019-08-29,176,1983.8708958373013,10759.695676028728,116.0,116,48.7067884,2.2475268,48.8403171,2.3666496,0.9050572703371659,6.0,0.262451171875,17510,,,,,73279656,9384857,,,
2019-08-30,69,1701.9007556912204,3089.404028892517,23.0,22,48.7169414,2.2457524,48.7886096,2.3678567,1.55404162940544,82.0,0.1441437005996704,5549,,,,,78000260,3878960,,,
2019-08-31,140,1843.9917735419815,13983.713949680328,70.0,70,48.7131136,2.2425746,48.7185048,2.2470804,0.7730944493761723,3.6700000762939453,0.31574317812919617,13585,,,,,77044268,4225098,,3600000,
2019-09-01,41,1612.082641973375,1460.941461622715,10.0,10,,,,,0.7799340758654387,18.0,0.25931569933891296,3194,,,,,67471804,2125126,,,
2019-09-02,115,1810.5435100718698,6711.844955205917,58.0,58,48.713411,2.242541,48.7887922,2.3661817,1.2952392621028623,19.049999237060547,0.10784436017274857,10731,,,,,69179932,6000375,,,
2019-09-03,147,1903.990386327629,19746.939725399017,83.0,81,,,,,1.1874447366070116,8.039999961853027,0.3115301728248596,16136,,,,,74549902,3671476,,4500000,
2019-09-04,111,1773.7818601207607,4771.31664955616,35.0,35,,,,,0.7664438912351126,1.5884968042373657,0.2570149600505829,8680,,,,,76656258,4983828,129570,,
2019-09-05,67,1712.8620693322405,2611.8920506834984,24.0,24,48.7885051,2.3635726,48.7919976,2.3700274,1.7245469506290745,35.0,0.16496582329273224,5497,,,,,76471465,4092997,,,
2019-09-06,122,2022.066030249149,2606.1791150667705,59.0,59,48.7193607,2.2478207,48.7799748,2.3129661,0.7945732162003494,42.0,0.27843284606933594,10047,,,,,77010473,4000675,,2880000,
2019-09-07,73,1690.4828539788732,1456.1119381785393,,,48.7195809,2.247638,48.7196953,2.2478471,0.4778845657878969,1.217452883720398,0.29526659846305847,4383,,,,,77665179,3656008,,,
2019-09-08,118,1793.607140921025,14897.744755506516,74.0,74,48.7196556,2.2433545,48.7214747,2.247977,1.3457064413213649,3.722222328186035,0.28914183378219604,11264,,,,,79584887,2186826,,3600000,
2019-09-09,104,1692.3232000248192,2628.442711353302,14.0,14,,,,,0.8166361525993243,2.2300000190734863,0.25679731369018555,6632,,,,,77204039,3691825,,,
2019-09-10,102,1728.090261923266,3285.252861827612,19.0,18,48.7178049,2.2465093,48.7897783,2.3672089,1.0940906395983616,23.0,0.29292693734169006,7664,,,,,75123569,4390351,,,
2019-09-11,122,1841.4762234928562,6573.536337614059,48.0,48,48.778861,2.288072,48.8749772,2.3760102,2.434004591579839,65.0,0.24434737861156464,10333,,,,,72183179,6569208,,,
2019-09-12,94,1737.2803667212459,4448.766960144043,34.0,34,48.7196114,2.2478807,48.8624753,2.3659805,1.444591267451181,58.0,0.26211240887641907,7824,,,,,73295903,4569800,,,
2019-09-13,32,1542.3341523528502,389.2839331626892,,,,,,,0.7352605086584373,1.4554903507232666,0.2729458808898926,1996,,,,,82444382,763178,,,
2019-09-14,80,1737.192086192979,5119.821494340897,41.0,41,48.7114976,2.2421907,48.7196736,2.2480361,0.6616468204934385,5.0,0.2498232126235962,7403,,,,,79893299,4566086,,,
2019-09-15,30,1587.681121384895,680.3747532367706,2.0,2,,,,,3.960673406592631,24.440000534057617,0.28914183378219604,2393,,,,,81217182,1648647,,,
2019-09-16,88,1703.8389448920277,2967.9904170632362,18.0,18,48.7176578,2.2464366,48.7900175,2.365659,2.208611096395501,26.0,0.30346399545669556,6478,,,,,76926972,3915824,,,
2019-09-17,136,1944.418699524603,6635.868786931038,45.0,45,48.7884203,2.3633898,48.7929294,2.3668501,1.6115314135466194,19.450000762939453,0.18303319811820984,11369,,,,,72906823,8610057,,,
2019-09-18,74,1685.5589552400072,3761.520989716053,30.0,30,48.7873753,2.3671052,48.7897841,2.3821916,1.787483847847104,26.0,0.25812089443206787,6186,,,,,77906428,3522007,,,
2019-09-19,78,1696.1168799241416,2932.100645542145,23.0,23,48.7160438,2.2465118,48.789848,2.3639301,1.2135714192339542,11.472155570983887,0.3130054175853729,5860,,,,,77221084,3766025,,,
2019-09-20,113,1837.442823663416,4461.282205909491,22.0,22,48.787728,2.3635031,48.7903268,2.3671701,0.9388654142867787,17.222505569458008,0.1865299791097641,8331,,,,,74671716,6525504,,,
2019-09-21,51,1631.0724539896796,2053.094418168068,16.0,16,48.7009434,2.2330913,48.7178444,2.2480266,0.7570694069168671,5.02616024017334,0.3073694109916687,3901,,,,,81512008,2495929,,,
2019-09-22,88,1641.844300317437,11853.973143339157,61.0,60,48.7195913,2.2477714,48.7196749,2.2479765,0.8214275112780345,3.277777671813965,0.31361255049705505,8197,,,,,82340430,336437,,3600000,
2019-09-23,81,1721.6678577801906,2978.292269051075,13.0,13,48.7881447,2.3637786,48.7887804,2.3668121,0.8190086532896566,5.059986114501953,0.3000394105911255,6143,,,,,78714590,4263744,,,
2019-09-24,60,1634.788910300083,1530.33155220747,9.0,9,48.7162765,2.2469527,48.719362,2.2481457,0.5471319218403394,4.159764766693115,0.2869938910007477,4042,,,,,82977412,2328114,98203,,
2019-09-25,153,1963.96060885519,8642.666288018227,74.0,73,48.7159843,2.2465972,48.8774943,2.3862902,0.7967857420615905,1.679724097251892,0.2570149600505829,13972,,,,,73316886,8993249,,,
2019-09-26,45,1617.8590423720118,1841.7868580818176,11.0,11,48.7887527,2.3637211,48.7890578,2.3638042,1.0480257827216202,6.0,0.2570149600505829,3376,,,,,76922122,2237916,,,
2019-09-27,74,1625.680727083913,2343.8259286880493,25.0,25,48.7121441,2.2429538,48.7196783,2.2479713,0.6375915286000267,4.173936367034912,0.28158485889434814,5744,,,,,82201269,2390648,,,
2019-09-28,90,1682.60961234453,11703.744478464127,68.0,62,48.7196767,2.2479643,48.7196767,2.2479643,1.168303754588087,2.8530447483062744,0.05098365247249603,8964,,,,,81300851,995757,,3600000,
2019-09-29,17,1536.0934373199368,134.2296872138977,,,,,,,31.436289684616685,117.0,0.29577329754829407,1131,,,,,68897015,343579,129201,,
2019-09-30,72,1726.5498404592781,3736.03774613142,27.0,27,48.7159938,2.2466481,48.7162265,2.246782,1.2499063323409805,11.919610023498535,0.18217872083187103,6472,,,,,78050920,4360147,,,
2019-10-01,159,1891.4143985007297,17236.16742312908,98.0,98,,,,,1.0087296490561366,3.469444513320923,0.29814910888671875,16173,,,,,72407423,4716985,,3600000,
2019-10-02,56,1664.7088240067303,2382.8947081565857,18.0,18,,,,,0.6754133990548491,1.5951673984527588,0.27838805317878723,4716,,,,,78658138,3152731,,,
2019-10-03,69,1703.9000681838963,3407.3498516082764,23.0,23,48.7869062,2.3524159,48.7886176,2.366251,1.0953020127684148,23.056406021118164,0.28914183378219604,5859,,,,,78453297,3681852,75721,,
2019-10-04,85,1738.9409101835993,3620.549029946327,22.0,22,48.7175724,2.2459046,48.7887281,2.3649213,1.0060260923991726,6.309321880340576,0.2570149600505829,6462,,,,,78749222,4600511,,,
2019-10-05,91,1726.8715413742925,3703.007409632206,32.0,32,48.7155612,2.2461754,48.7196719,2.2479871,1.1868469705912614,16.0,0.25288721919059753,7498,,,,,77479100,4366553,,,
2019-10-06,27,1542.8473197682442,229.24669551849365,,,,,,,1.1043409763861614,3.2052972316741943,0.3111225664615631,1710,,,,,85245764,773198,,,
2019-10-07,94,1677.4018900229073,2911.0092117786407,19.0,19,48.788524,2.3640507,48.7886007,2.3650249,1.4190148188017921,10.589579582214355,0.2617870271205902,6742,,,,,78371859,3400584,,,
2019-10-08,84,1721.2183491854346,3588.9462152719498,23.0,23,,,,,0.7078231367402963,6.066051959991455,0.2380109429359436,6521,,,,,78216814,4254823,,,
2019-10-09,90,1782.1679167834989,4104.377969026566,24.0,24,,,,,0.8510317132014344,15.021535873413086,0.23820097744464874,7199,,,,,76613900,5445536,,,
2019-10-10,74,1703.218258633944,2864.617623090744,14.0,14,48.7882561,2.3370528,48.840085,2.3666639,0.9424869792401941,19.149999618530273,0.24784156680107117,5516,,,,,76894498,3865799,,,
2019-10-11,57,1646.5479157356635,2421.245124101639,16.0,16,,,,,0.7501939292366895,3.191342830657959,0.24760764837265015,4789,,,,,77848124,2798110,,,
2019-10-12,129,1821.7600336923254,6094.627407193184,48.0,45,,,,,0.7236599322400565,1.8310847282409668,0.2641325294971466,10651,,,,,74213250,6219396,,,
2019-10-13,33,1535.0149193803193,214.24264252185822,,,,,,,0.45277619174523875,1.1915451288223267,0.31139135360717773,2043,,,,,85330756,620259,,,
2019-10-14,65,1663.9267221518203,2714.678120970726,19.0,19,,,,,0.6198014054468826,1.6118286848068237,0.2773561179637909,5419,,,,,78855743,3137459,,,
2019-10-15,86,1712.7934562488297,3461.3317700624466,18.0,17,,,,,0.611192495765188,1.7461987733840942,0.2998507618904114,6711,,,,,77746514,4091656,,,
2019-10-16,62,1660.0448109903632,2491.519725084305,15.0,15,,,,,0.7828836835694473,1.5886389017105103,0.3169459402561188,4754,,,,,77437863,3061660,,,
2019-10-17,98,1730.8252174125362,3261.024603009224,15.0,15,,,,,0.9292512702314336,1.6435940265655518,0.2765018045902252,6831,,,,,76823638,4443695,,,
2019-10-18,99,1802.2706764730774,6195.888483822346,58.0,58,48.7134457,2.2445373,48.7174968,2.2477446,0.9256421675412727,1.8777488470077515,0.3212687075138092,9496,,,,,66369008,5837787,,,
2019-10-19,34,1533.3656361648843,135.2823784351349,,,,,,,0.9248364110002547,3.061086893081665,0.2736237645149231,2079,,,,,84573516,588055,,,
2019-10-20,22,1548.9770754643844,980.0601816177368,7.0,7,,,,,2.1103998208810713,64.0,0.31303584575653076,2239,,,,,78822321,891315,,,
